,Kmer2_Kmer_1,Kmer2_Kmer_2,Kmer2_Kmer_3,Kmer2_Kmer_4,Kmer2_Kmer_5,Kmer2_Kmer_6,Kmer2_Kmer_7,Kmer2_Kmer_8,Kmer2_Kmer_9,Kmer2_Kmer_10,Kmer2_Kmer_11,Kmer2_Kmer_12,Kmer2_Kmer_13,Kmer2_Kmer_14,Kmer2_Kmer_15,Kmer2_Kmer_16,Kmer3_Kmer_2,Kmer3_Kmer_3,Kmer3_Kmer_4,Kmer3_Kmer_5,Kmer3_Kmer_6,Kmer3_Kmer_7,Kmer3_Kmer_8,Kmer3_Kmer_9,Kmer3_Kmer_10,Kmer3_Kmer_11,Kmer3_Kmer_12,Kmer3_Kmer_13,Kmer3_Kmer_14,Kmer3_Kmer_15,Kmer3_Kmer_16,Kmer3_Kmer_17,Kmer3_Kmer_18,Kmer3_Kmer_19,Kmer3_Kmer_20,Kmer3_Kmer_21,Kmer3_Kmer_22,Kmer3_Kmer_23,Kmer3_Kmer_24,Kmer3_Kmer_25,Kmer3_Kmer_26,Kmer3_Kmer_28,Kmer3_Kmer_29,Kmer3_Kmer_30,Kmer3_Kmer_31,Kmer3_Kmer_32,Kmer3_Kmer_33,Kmer3_Kmer_34,Kmer3_Kmer_35,Kmer3_Kmer_36,Kmer3_Kmer_39,Kmer3_Kmer_40,Kmer3_Kmer_41,Kmer3_Kmer_44,Kmer3_Kmer_45,Kmer3_Kmer_46,Kmer3_Kmer_47,Kmer3_Kmer_48,Kmer3_Kmer_49,Kmer3_Kmer_50,Kmer3_Kmer_51,Kmer3_Kmer_52,Kmer3_Kmer_53,Kmer3_Kmer_54,Kmer3_Kmer_55,Kmer3_Kmer_56,Kmer3_Kmer_57,Kmer3_Kmer_58,Kmer3_Kmer_59,Kmer3_Kmer_60,Kmer3_Kmer_61,Kmer3_Kmer_62,Kmer3_Kmer_63,Kmer3_Kmer_64,MaxAbsEStateIndex,MinEStateIndex,SPS,MolWt,MaxPartialCharge,BCUT2D_MWHI,BCUT2D_MRHI,BCUT2D_MRLOW,BalabanJ,HallKierAlpha,Ipc,PEOE_VSA1,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA6,SMR_VSA7,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA4,SlogP_VSA7,SlogP_VSA8,EState_VSA2,EState_VSA3,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState10,VSA_EState2,VSA_EState4,VSA_EState5,VSA_EState7,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAmideBonds,NumAromaticCarbocycles,NumAromaticRings,NumHeterocycles,NumSpiroAtoms,NumUnspecifiedAtomStereoCenters,MolLogP,fr_Al_COO,fr_ArN,fr_Ar_NH,fr_Ar_OH,fr_C_O,fr_Imine,fr_NH1,fr_alkyl_halide,fr_bicyclic,fr_ester,fr_imidazole,fr_ketone,fr_methoxy,pKd
0,0.0,0.0,0.125,0.1,0.0,0.0,0.20000000000000004,0.0,0.0,0.2857142857142857,0.07142857142857142,0.125,0.25,0.0,0.14285714285714285,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.25,0.25,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.7512598108568802,0.5088489431573578,0.40903821616406805,0.40666002197858353,0.7815514163896587,0.8346979123466159,1.0000000000000002,0.31278494234289483,0.07490253180161355,0.4623655913978497,0.0006570841745916898,0.2070221944279956,0.0,1.0,0.0,0.48983014114463747,0.4972678084766813,0.0,1.0,1.0,0.3978726504564075,0.11303871572385495,0.0,0.8490967692225304,0.0,0.9607959894397791,0.17417248347203784,0.0,0.6959173894929702,0.0,0.38545856121526656,0.0,0.0,0.5069367249844174,0.0,0.0,0.0,0.2761920259793229,0.12279412888286331,0.37766353635582683,1.0,0.1373124003958159,0.18371536081864415,0.12041525664853266,0.1293386359933021,0.9366537200787682,0.2652843951615882,0.7259612125593979,0.799959344057139,0.0,1.0,1.0,0.5,0.5,0.6666666666666666,0.0,0.0,0.8372864619334454,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,13.4
1,0.0,0.0,0.375,0.0,0.125,0.08333333333333333,0.1,0.2,0.4,0.2857142857142857,0.0,0.5,0.0,0.1,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.5,0.0,0.2,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7450772524130755,0.5155484346425515,0.3923069741387359,0.36828694829921527,0.7815514163893384,0.8346979086181333,0.9999994745429162,0.31295552371058466,0.0527612455997678,0.47670250896057376,0.00040857374185450076,0.13355573176774332,0.0,1.0,0.0,0.48983014114463747,0.4972678084766813,0.0,1.0,1.0,0.3978726504564075,0.11303871572385495,0.1524699330255931,0.8490967692225304,0.0,0.9607959894397791,0.0,0.0,0.6959173894929702,0.0,0.18545856121526658,0.0,0.0,0.5069367249844174,0.0,0.0,0.0,0.5780163156001789,0.0,0.37766353635582683,0.0,1.0,0.18371536081864415,0.0,0.13303793061431066,0.9299588033666626,0.083906205148661,0.7540136555115866,0.8092957267576701,0.0,1.0,1.0,0.5,0.5,0.6666666666666666,0.0,0.0,0.8908758763700998,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,383.4
2,0.25,0.0,0.25,0.0,0.0,0.08333333333333333,0.0,0.2,0.4,0.14285714285714285,0.14285714285714282,0.0,0.125,0.0,0.2857142857142857,0.1,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.3333333333333333,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.3333333333333333,0.0,0.25,0.0,0.0,0.0,0.3333333333333333,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.3333333333333333,0.0,0.0,0.0,0.25,0.0,0.6198426714802512,0.3481842404636426,1.0,0.7519052365253391,0.3966028633699942,0.07771187464627316,0.0010435279475373704,0.07388586578842171,0.0800434700453786,0.9856630824372761,0.04406259049645616,0.9318750776872723,0.34573528768703593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44359063717767416,0.3003587438596238,0.0,0.0,0.0,0.6966899338881514,0.27868435316711976,0.0,0.0,0.7999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.3174339672955197,0.0,0.0,0.0,0.0,0.0,0.8795847433514672,0.0,0.0,0.8013998546341585,0.8984761894102106,0.03972870027651931,0.3333333333333333,1.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.08587933247753654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.38
3,1.0,0.25,0.5,0.30000000000000004,0.25,0.41666666666666663,0.30000000000000004,0.6000000000000001,0.4,0.2857142857142857,0.14285714285714282,0.5,0.5,0.5,0.42857142857142855,0.2,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.2857142857142857,1.0,0.0,0.3333333333333333,0.5,0.3333333333333333,0.0,1.0,0.5,0.5,0.5,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.5,0.5,0.4,0.25,0.0,0.0,0.0,0.6666666666666666,1.0,0.0,0.5,0.3333333333333333,0.6666666666666666,0.5,0.5,0.0,0.25,0.0,0.25,0.25,0.0,0.623355287181466,0.40467145588317416,0.9754399682569321,0.7085026450969871,0.3939347066278378,0.07746590773091833,0.0,0.09783379143806165,0.06911651971584631,1.0000000000000002,0.02835515152569446,0.8744799214374928,0.34573528768703593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19666272606330437,0.44359063717767416,0.7337210022499092,0.0,0.0,0.0,0.8708624173601892,0.27868435316711976,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.4746338141923445,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,1.0,0.8984761894102106,0.3028077855843269,0.3333333333333333,1.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.18419077713044407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.0
4,0.5,0.5,0.25,0.30000000000000004,0.25,0.16666666666666666,1.0,0.6000000000000001,0.8,0.42857142857142855,0.4285714285714285,1.0,0.125,1.0,0.7142857142857142,0.6000000000000001,0.0,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.2,1.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.5,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5,1.0,1.0,0.0,0.0,0.3333333333333333,0.0,0.5,1.0,0.0,1.0,0.25,1.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.5,1.0,1.0,0.0,1.0,0.3333333333333333,0.5,0.0,1.0,0.25,0.5,0.7261753725789291,0.16359660783497776,0.8511366819157875,1.0,0.39972018388750796,0.07952050912609154,0.2518165440717748,0.09871195619122053,0.195722306697233,0.3870967741935485,1.0,0.9999999999999999,1.0,0.0,0.0,0.0,0.24863390423834064,0.0,0.0,0.0,0.2312662179428075,0.0,0.445304578051221,0.523193367890656,0.0,0.5,1.0,0.28934117768287637,0.0,0.0,0.9854585612152664,0.0,0.0,0.0,0.0,0.0,0.0,0.15390296286637978,0.0,0.3166820802289944,0.0,0.0,0.5287286781123767,0.8795847433514672,0.0,0.4923352982160893,0.6706207304129324,0.8024120820982088,0.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,199.1
5,1.0,0.5,0.75,0.30000000000000004,0.5,0.08333333333333333,0.20000000000000004,1.0,0.4,0.7142857142857142,0.9999999999999999,0.75,0.625,0.4,0.8571428571428571,0.2,0.0,1.0,0.3333333333333333,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,1.0,0.0,0.0,0.2,1.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,1.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.5,1.0,1.0,0.5,0.5,0.0,0.5,0.0,0.0,1.0,0.5,1.0,1.0,0.2,0.5,0.0,1.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,1.0,0.6666666666666666,0.5,0.0,0.25,0.25,0.0,0.8728959992733896,0.26181151450969975,0.4470072576642801,0.8618569347542744,0.4376417091579051,0.07620992285145467,0.4336513481284092,0.19256853463554208,0.06146248000372356,0.0,0.7038735711671369,0.45448902563487903,0.4907473510903902,0.48950981782636804,0.0,0.0,0.7459017127150219,0.0,0.0,0.4,0.4132764031401889,1.0,1.0,0.4986065228197291,0.0,0.0,0.17417248347203784,0.15065722407603002,0.9999999999999999,1.0,0.3652297756250248,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7305990447718748,0.18166367417633647,0.0,0.0,0.41885804421653505,0.0,0.9899860823309387,0.1505080698528627,0.6032786249943849,0.5906773461465292,0.6666666666666666,0.5,0.0,1.0,1.0,0.3333333333333333,0.0,0.0,0.9074750666535006,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,20.0
6,0.0,0.5,0.5,0.0,0.25,0.16666666666666666,0.30000000000000004,0.2,0.4,0.0,0.14285714285714282,0.75,0.125,0.4,0.42857142857142855,0.2,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.14285714285714285,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.3333333333333333,0.0,0.0,0.75,0.25,0.6000000000000001,0.5,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.5,0.3333333333333333,0.0,0.5,0.0,0.3333333333333333,0.25,0.0,0.25,0.25,0.0,0.654618281469523,0.4340375897070582,0.05807580991504058,0.33949755935495396,0.621709739038348,0.9999999999999999,0.5067838575295351,0.0,0.6046284119816847,0.6953405017921149,5.916432455772388e-05,0.13620315925755647,0.1329143074140334,0.0,1.0,0.0,0.7731396788992985,0.0,0.0,0.7649349114097995,0.34535203638087963,0.28891135413256475,0.4172685335969867,1.0,0.0,0.5,0.0,0.1400003995602734,0.7743967632652887,0.0,0.18545856121526658,0.5643479259772323,0.0,1.0,0.8545521160585298,0.0,0.0,0.13924327821708454,0.12279412888286331,0.5500117325595378,0.0,0.0,0.18371536081864415,0.5945172315804986,1.0,0.4978968760042486,0.061636876122487916,0.8282239200030926,0.7420898951413342,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.895635430038511,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,766.0
7,1.0,1.0,1.0,1.0,1.0,0.08333333333333333,0.20000000000000004,1.0,1.0,0.42857142857142855,0.0,0.75,1.0,0.8,0.8571428571428571,1.0,1.0,0.0,1.0,1.0,1.0,0.3333333333333333,0.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,0.0,1.0,1.0,0.3333333333333333,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,1.0,0.0,0.5,1.0,0.0,0.0,1.0,1.0,0.0,0.6666666666666666,0.0,0.25,0.5,0.2,0.25,1.0,0.5,1.0,1.0,1.0,1.0,0.0,0.3333333333333333,1.0,1.0,0.0,0.3333333333333333,0.75,1.0,0.5,1.0,1.0,1.0,0.4367207048969157,0.20970174443239514,0.4372281428096807,0.8179848841056032,0.19625179870575193,0.31999590038540116,0.6344719320103224,0.21465054619579882,0.26523297491039455,0.002655801060674149,0.24742745653975493,0.3178863795687801,0.45950780580841727,0.0,0.48983014114463747,0.24863390423834064,0.0,0.0,0.0,0.4170723896521292,0.7709520463286423,0.40237331800717485,0.6483310575577673,0.0,0.8902939428048926,0.0,0.9479065025832725,0.6565982008589224,0.3333333333333333,0.5255122706909261,1.0,0.3333333333333333,0.0,0.49149317306407664,0.0,1.0,0.5777554414433126,0.6630987486728245,0.14046037071111794,0.11983067502681967,0.42715286914975475,0.16931060292742628,0.09948092918933413,0.0,0.7022735790656369,0.04917729342551759,0.7551535724007284,0.8619710434570291,0.0,1.0,0.0,0.5,1.0,1.0,0.0,1.0,0.9583390935123927,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
8,0.25,0.75,0.0,0.1,0.125,0.0,0.4,0.0,0.4,0.14285714285714285,0.0,0.875,0.125,0.0,1.0,0.30000000000000004,1.0,0.0,0.0,0.5,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.5,0.5,0.0,0.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.5,0.0,0.8781880757341232,0.0,0.5805558148943453,0.6904060926678421,0.5848074229014785,0.05965757279634265,0.4112075617155424,0.2840910861985013,0.2633906168000879,0.03584229390680993,0.036256443916207685,0.40326793742514455,0.31287249944621603,0.48950981782636804,0.5094782958927248,0.0,0.9999999999999999,0.0,0.0,0.4,0.8033372739366956,0.0,0.9669257374402437,0.6676783783499666,0.0,0.46079598943977906,0.5337107361243418,0.2986815562452059,0.8963076440401353,0.3333333333333333,0.19999999999999998,0.0,0.3333333333333333,0.0,0.9999999999999999,0.0,0.5282220053364081,0.2724180094304287,0.0,1.0,0.0,0.0,0.0,0.12041525664853266,0.0,0.9984579920636274,0.0,0.0,0.7134981283997939,1.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.6676113360323893,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6666666666666666,0.0,9.61
9,0.25,1.0,0.375,0.2,0.5,1.0,0.8,0.6000000000000001,0.6000000000000001,1.0,0.3571428571428571,0.5,0.25,0.30000000000000004,0.7142857142857142,0.30000000000000004,0.0,0.0,0.3333333333333333,0.0,0.0,1.0,1.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.2,0.0,0.3333333333333333,0.0,1.0,0.3333333333333333,0.0,1.0,1.0,1.0,0.0,0.3333333333333333,1.0,1.0,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.5,0.25,0.2,0.5,0.3333333333333333,0.0,0.5,0.3333333333333333,0.0,0.0,1.0,0.16666666666666666,0.0,0.0,0.5,1.0,0.0,0.0,0.25,0.5,0.0,0.874954340431005,0.0711707942071258,0.5428881523667257,0.6495182601139817,0.5848073344334789,0.059344502762964435,0.41080209121085676,0.31557626336640954,0.23726145648287567,0.05017921146953408,0.024333483333891296,0.33783712797012866,0.31287249944621603,0.48950981782636804,0.5094782958927248,0.0,0.9999999999999999,0.0,0.0,0.4,0.9999999999999999,0.414550720274143,0.40858477917499975,0.6676783783499666,0.0,0.46079598943977906,0.5337107361243418,0.2986815562452059,0.8963076440401353,0.3333333333333333,0.19999999999999998,0.0,0.3333333333333333,0.0,0.9999999999999999,0.0,0.5282220053364081,0.42961785632725347,0.0,1.0,0.0,0.0,0.0,0.12041525664853266,0.0,1.0,0.03890308181083958,0.16472130954702047,0.7907227015831704,1.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.7692406438234427,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6666666666666666,0.0,3.4
